allele_accession_id,effect_size,life_stage_name,marker_symbol,mp_term_name,p_value,parameter_name,parameter_stable_id,phenotyping_center,statistical_method,top_level_mp_term_name
MGI:6341959,0.25309952326448,Early adult,Tmem163,decreased lean body mass,3.30340383895807e-05,Lean mass,IMPC_DXA_003_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['growth/size/body region phenotype']
MGI:6162234,1.0,E18.5,Edem3,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6729666,-1.85965423897181,Early adult,Zfp746,decreased bone mineral density,2.10154917022469e-06,Bone Mineral Density (excluding skull),IMPC_DXA_004_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['skeleton phenotype']
MGI:6491207,2.08331550714664,Early adult,Slc25a18,impaired glucose tolerance,1.90078233883159e-05,Area under glucose response curve,IMPC_IPG_012_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:6423316,1.58645986231284,Early adult,Phf7,increased grip strength,3.82554683752351e-05,Forelimb and hindlimb grip strength normalised against body weight,IMPC_GRS_011_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['behavior/neurological phenotype']
MGI:6336108,,Middle aged adult,Afg1l,abnormal coat/hair pigmentation,4.92786286348991e-09,Coat - color pattern - back,KMPCIP_CSD_008_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6156326,1.0,Late adult,Lingo2,abnormal uterus morphology,0.0,Uterus,KMPCLA_PAT_029_002,KMPC,Supplied as data,['reproductive system phenotype']
MGI:6336136,-2.51670001615194,Early adult,Stmn2,decreased total body fat amount,8.41013252261732e-05,Fat/Body weight,IMPC_DXA_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['adipose tissue phenotype']
MGI:6336148,-1.85297181741928,Early adult,Tspan13,decreased prepulse inhibition,2.72844543932059e-05,% Pre-pulse inhibition - PPI3,IMPC_ACS_035_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['nervous system phenotype']
MGI:6256796,,Late adult,Tmem72,abnormal coat/hair pigmentation,1.48783830055286e-07,Coat - color - back,KMPCLA_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6341961,2.38390206995297,Late adult,Ik,increased grip strength,1.59233157014181e-05,Forelimb grip strength measurement mean,KMPCLA_GRS_008_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6156328,,Early adult,Mir100,abnormal coat/hair pigmentation,2.34145850854178e-06,Coat - color - abdomen,IMPC_CSD_007_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6241474,-2.41609641382645,Late adult,Erap1,decreased circulating serum albumin level,6.16853127175122e-09,Albumin,KMPCLA_CBC_007_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['homeostasis/metabolism phenotype']
MGI:6156328,,Early adult,Mir100,abnormal coat/hair pigmentation,1.638802517126e-17,Coat - color - head,IMPC_CSD_006_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6156284,-1.23417512069561,Early adult,Cxcl5,decreased startle reflex,1.76897210887384e-06,Response amplitude - S,IMPC_ACS_006_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['behavior/neurological phenotype']
MGI:6162234,1.0,E18.5,Edem3,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336122,,Late adult,Letmd1,increased total body fat amount,7.62940989718075e-07,Fat mass,KMPCLA_DXA_002_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['adipose tissue phenotype']
MGI:7426038,1.0,Early adult,Tmem170b,"preweaning lethality, incomplete penetrance",,Homozygous animals viability,IMPC_VIA_067_001,KMPC,Supplied as data,['mortality/aging']
MGI:6120719,1.0,E12.5,Phgdh,abnormal blood vessel morphology,0.0,Vascular morphology,IMPC_GEM_073_001,KMPC,Supplied as data,['cardiovascular system phenotype']
MGI:6306609,-2.69693317305898,Early adult,Spry4,short tibia,1.07492242561968e-07,Tibia length,IMPC_HWT_002_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight","['limbs/digits/tail phenotype', 'skeleton phenotype']"
MGI:5776369,1.0,E9.5,Asb2,embryonic growth retardation,0.0,Delayed embryonic development,IMPC_GEL_063_001,KMPC,Supplied as data,"['embryo phenotype', 'growth/size/body region phenotype']"
MGI:6156329,0.206685431154555,Late adult,Mir129-2,decreased lean body mass,8.00796309720751e-06,Lean mass,KMPCLA_DXA_003_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['growth/size/body region phenotype']
MGI:6491207,-1.07628089077974,Early adult,Slc25a18,impaired cued conditioning behavior,2.73384551650047e-05,Difference in Cue Tone and Cue Baseline % Freezing,IMPC_FEA_106_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:4840811,-1.39359121078805,Late adult,Peli3,decreased total body fat amount,1.50083012632091e-05,Fat/Body weight,KMPCLA_DXA_009_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['adipose tissue phenotype']
MGI:6156335,1.79848992853103,Early adult,Myc,increased startle reflex,4.17291045501428e-07,Response amplitude - S,IMPC_ACS_006_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6336143,1.0,E18.5,Tmem17,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336136,1.0,E18.5,Stmn2,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6156344,,Late adult,Qsox1,abnormal coat/hair pigmentation,4.32954018599759e-06,Coat - color - back,KMPCLA_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6336109,1.0,Late adult,Ak4,abnormal ileum morphology,0.0,Small intestine,KMPCLA_PAT_013_002,KMPC,Supplied as data,['digestive/alimentary phenotype']
MGI:6336117,2.47717708766419,Late adult,Edem1,increased mean platelet volume,2.7587068618264e-10,Mean platelet volume,KMPCLA_HEM_019_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['hematopoietic system phenotype']
MGI:6386298,,Middle aged adult,Tmem175,abnormal coat/hair pigmentation,4.92786286348991e-09,Coat - color - back,KMPCIP_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:5776369,1.0,E9.5,Asb2,embryonic growth retardation,0.0,Delayed embryonic development,IMPC_GEL_063_001,KMPC,Supplied as data,"['embryo phenotype', 'growth/size/body region phenotype']"
MGI:6336137,1.0,E18.5,Suox,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6120711,1.0,E18.5,Npas3,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6727864,1.0,Early adult,Dapk3,"preweaning lethality, complete penetrance",0.0,Viability Outcome,IMPC_VIA_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:6454973,1.0,E18.5,Cyb5b,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6156329,-1.99639084909095,Late adult,Mir129-2,short tibia,2.35779498800227e-07,Tibia length,KMPCLA_HWT_002_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight","['limbs/digits/tail phenotype', 'skeleton phenotype']"
MGI:6120719,1.0,E15.5,Phgdh,hemorrhage,0.0,Hemorrhage,IMPC_GEO_009_002,KMPC,Supplied as data,['cardiovascular system phenotype']
MGI:6162234,1.0,E18.5,Edem3,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6120760,2.86156443629967,Late adult,Irx6,increased body length,7.62388468367216e-05,Body length,KMPCLA_DXA_006_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['growth/size/body region phenotype']
MGI:6336122,1.25322101510864,Early adult,Letmd1,increased freezing behavior,1.41782933955272e-05,Conditioning Baseline % Freezing Time,IMPC_FEA_003_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['behavior/neurological phenotype']
MGI:6120719,1.0,Early adult,Phgdh,"preweaning lethality, complete penetrance",0.0,Viability Outcome,IMPC_VIA_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:5776369,21.0514539237541,Early adult,Asb2,decreased Ly6C-positive immature NK cell number,1.39800978742882e-11,NK Subsets (Q3),IMPC_IMM_056_001,KMPC,"Linear Mixed Model framework, LME, not including Weight","['immune system phenotype', 'hematopoietic system phenotype']"
MGI:6156345,1.0,E9.5,Romo1,abnormal vitelline vasculature morphology,0.0,Vitelline vasculature morphology,IMPC_GEL_015_001,KMPC,Supplied as data,"['embryo phenotype', 'cardiovascular system phenotype']"
MGI:6306609,0.290303738317757,Early adult,Spry4,corneal opacity,2.46289648652202e-05,Corneal opacity,IMPC_EYE_008_001,KMPC,Fisher Exact Test framework,['vision/eye phenotype']
MGI:6156342,1.0,Early adult,Pald1,abnormal eye morphology,0.0,Eye with optic nerve,IMPC_PAT_002_002,KMPC,Supplied as data,['vision/eye phenotype']
MGI:6156345,1.0,E9.5,Romo1,abnormal vitelline vasculature morphology,0.0,Vitelline vasculature morphology,IMPC_GEL_015_001,KMPC,Supplied as data,"['embryo phenotype', 'cardiovascular system phenotype']"
MGI:6156299,-2.03101597266829,Late adult,Krt26,decreased heart weight,7.56938844839985e-05,Heart weight,KMPCLA_HWT_008_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['cardiovascular system phenotype']
MGI:6156329,0.726328204911771,Early adult,Mir129-2,decreased circulating total protein level,3.17468622564789e-05,Total protein,IMPC_CBC_006_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:6336121,1.0,Early adult,Idh3a,"preweaning lethality, complete penetrance",0.0,Homozygous males viability,IMPC_VIA_063_001,KMPC,Supplied as data,['mortality/aging']
MGI:6336126,,Late adult,Obp2b,prolonged RR interval,1.14528444776776e-05,RR,KMPCLA_ECG_004_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['cardiovascular system phenotype']
MGI:6156327,2.03150011208951,Early adult,Mdm1,abnormal cholesterol homeostasis,2.02589731033163e-05,Cholesterol ratio,IMPC_CBC_058_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['homeostasis/metabolism phenotype']
MGI:7425879,1.00122890661645,Late adult,Nsg2,hyperactivity,7.87687177839475e-05,Whole arena average speed,KMPCLA_OFD_009_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:7461419,1.51325845496005,Early adult,Ano4,abnormal cholesterol homeostasis,8.13952232384401e-05,Cholesterol ratio,IMPC_CBC_058_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['homeostasis/metabolism phenotype']
MGI:6341961,0.84756261226403,Early adult,Ik,increased lean body mass,1.15635465643748e-05,Lean mass,IMPC_DXA_003_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['growth/size/body region phenotype']
MGI:6162234,1.0,E18.5,Edem3,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6729665,1.0,Late adult,Rtp4,abnormal liver morphology,0.0,Liver,KMPCLA_PAT_010_002,KMPC,Supplied as data,['liver/biliary system phenotype']
MGI:6156345,1.0,E9.5,Romo1,embryonic lethality prior to organogenesis,0.0,Outcome,IMPC_EVL_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:6156329,,Late adult,Mir129-2,abnormal spine curvature,7.30037388343388e-06,Shape of spine,KMPCLA_XRY_055_001,KMPC,Fisher Exact Test framework,['skeleton phenotype']
MGI:6341961,-0.541163220077469,Late adult,Ik,increased total body fat amount,3.16426072154866e-05,Fat mass,KMPCLA_DXA_002_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['adipose tissue phenotype']
MGI:6336141,1.0,Early adult,Tmem132e,"preweaning lethality, complete penetrance",0.0,Homozygous males viability,IMPC_VIA_063_001,KMPC,Supplied as data,['mortality/aging']
MGI:6336109,2.1422507485054,Late adult,Ak4,hyperactivity,6.41994349681596e-06,Distance travelled - total,KMPCLA_OFD_020_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6188495,,Early adult,Angptl1,abnormal lens morphology,4.50293253481329e-06,Lens,IMPC_EYE_016_001,KMPC,Fisher Exact Test framework,['vision/eye phenotype']
MGI:6120711,1.0,E18.5,Npas3,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336136,4.04778367850149,Early adult,Stmn2,hyperactivity,1.19403937772266e-07,Distance travelled - total,IMPC_OFD_020_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6729665,1.0,Early adult,Rtp4,"preweaning lethality, incomplete penetrance",,Viability Outcome,IMPC_VIA_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:6336148,2.89284043083439,Late adult,Tspan13,abnormal behavior,7.6058215890845e-09,Percentage center time,KMPCLA_OFD_022_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6336119,2.42367014745449,Early adult,Etv4,hyperactivity,3.01657936011408e-08,Whole arena average speed,IMPC_OFD_009_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6386298,,Late adult,Tmem175,abnormal coat/hair pigmentation,1.31425716548836e-06,Coat - color - back,KMPCLA_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6156328,,Early adult,Mir100,abnormal coat/hair pigmentation,1.8026827688386e-16,Coat - color - abdomen,IMPC_CSD_007_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6156285,,Late adult,Emd,increased lean body mass,4.19517707968141e-05,Lean mass,KMPCLA_DXA_003_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['growth/size/body region phenotype']
MGI:6336119,2.53320719609539,Early adult,Etv4,hyperactivity,1.5216912458245e-08,Distance travelled - total,IMPC_OFD_020_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6156314,1.0,E18.5,Lgr5,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336108,-2.82687846247677,Late adult,Afg1l,hyperactivity,6.00143202249601e-07,Whole arena resting time,KMPCLA_OFD_007_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6156326,1.24156080574045,Early adult,Lingo2,increased bone mineral content,3.31222334697401e-05,Bone Mineral Content (excluding skull),IMPC_DXA_005_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['skeleton phenotype']
MGI:6162234,1.0,E18.5,Edem3,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6156347,-1.38277741123041,Early adult,Tm4sf5,decreased fluid intake,4.84961975450792e-05,Total water intake,IMPC_CAL_021_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['behavior/neurological phenotype']
MGI:6120719,1.0,E15.5,Phgdh,embryonic growth retardation,0.0,Delayed embryonic development,IMPC_GEO_069_001,KMPC,Supplied as data,"['embryo phenotype', 'growth/size/body region phenotype']"
MGI:6120719,-1.78550393754587,Early adult,Phgdh,decreased food intake,1.33450212057148e-06,Total food intake,IMPC_CAL_008_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6336134,6.8073706143427,Early adult,Slc24a3,increased mean platelet volume,3.17925685860239e-33,Mean platelet volume,IMPC_HEM_019_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['hematopoietic system phenotype']
MGI:6336108,2.57026755383546,Late adult,Afg1l,increased heart weight,9.71703231338267e-06,Heart weight,KMPCLA_HWT_008_001,KMPC,"Linear Mixed Model framework, LME, including Weight","['cardiovascular system phenotype', 'growth/size/body region phenotype']"
MGI:6156314,8.17881127926963,Early adult,Lgr5,"increased CD8-positive, CD25-positive alpha-beta T cell number",6.33947278284679e-06,CD8 CD25+ T cells,IMPC_IMM_016_001,KMPC,"Linear Mixed Model framework, LME, not including Weight","['immune system phenotype', 'hematopoietic system phenotype']"
MGI:6156329,-1.77400094320864,Late adult,Mir129-2,decreased grip strength,6.58935917869777e-09,Forelimb grip strength normalised against body weight,KMPCLA_GRS_010_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6120719,1.0,E18.5,Phgdh,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6120719,1.0,E12.5,Phgdh,abnormal eye morphology,0.0,Eye Morphology,IMPC_GEM_041_001,KMPC,Supplied as data,['vision/eye phenotype']
MGI:6336127,1.0,Late adult,Pank4,abnormal liver morphology,0.0,Liver,KMPCLA_PAT_010_002,KMPC,Supplied as data,['liver/biliary system phenotype']
MGI:6336121,1.0,Early adult,Idh3a,"preweaning lethality, complete penetrance",0.0,Homozygous animals viability,IMPC_VIA_067_001,KMPC,Supplied as data,['mortality/aging']
MGI:6156335,-2.40389658123844,Early adult,Myc,short tibia,3.47325329694812e-06,Tibia length,IMPC_XRY_033_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight","['limbs/digits/tail phenotype', 'skeleton phenotype']"
MGI:6306609,-3.50282143730184,Early adult,Spry4,decreased grip strength,4.05026497889053e-06,Forelimb and hindlimb grip strength measurement mean,IMPC_GRS_009_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6336125,1.0,Late adult,Nrsn2,abnormal lymph node morphology,0.0,Lymph node,KMPCLA_PAT_020_002,KMPC,Supplied as data,['immune system phenotype']
MGI:6336122,,Late adult,Letmd1,increased total body fat amount,7.23876404425215e-05,Fat/Body weight,KMPCLA_DXA_009_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['adipose tissue phenotype']
MGI:6156300,,Late adult,Krt35,abnormal coat/hair pigmentation,1.29841895618721e-05,Coat - color pattern - back,KMPCLA_CSD_008_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6160166,1.0,Early adult,E2f3,"preweaning lethality, complete penetrance",0.0,Viability Outcome,IMPC_VIA_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:6386298,2.4840842135017,Early adult,Tmem175,increased circulating aspartate transaminase level,1.65296013306419e-05,Aspartate aminotransferase,IMPC_CBC_012_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['homeostasis/metabolism phenotype']
MGI:6156314,1.0,E18.5,Lgr5,cleft palate,0.0,Cleft palate,IMPC_GEP_076_001,KMPC,Supplied as data,"['digestive/alimentary phenotype', 'craniofacial phenotype', 'growth/size/body region phenotype']"
MGI:6336136,1.15170439512982,Early adult,Stmn2,increased circulating creatine kinase level,2.23982069552311e-05,Creatine kinase,IMPC_CBC_028_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['homeostasis/metabolism phenotype']
MGI:6341961,1.0,Late adult,Ik,abnormal seminal vesicle morphology,0.0,Seminal vesicle,KMPCLA_PAT_027_002,KMPC,Supplied as data,"['reproductive system phenotype', 'endocrine/exocrine gland phenotype']"
MGI:6156344,,Late adult,Qsox1,abnormal coat/hair pigmentation,4.32954018599759e-06,Coat - color pattern - back,KMPCLA_CSD_008_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6336111,1.0,Late adult,Anxa13,abnormal testis morphology,0.0,Testes,KMPCLA_PAT_024_002,KMPC,Supplied as data,"['reproductive system phenotype', 'endocrine/exocrine gland phenotype']"
MGI:7425879,2.31103537109567,Early adult,Nsg2,enhanced cued conditioning behavior,8.11371583537828e-05,Difference in Cue Tone and Cue Baseline % Freezing,IMPC_FEA_106_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:5776369,3.81597808054445,Early adult,Asb2,increased dendritic cell number,4.91850980131048e-05,cDCs,IMPC_IMM_072_001,KMPC,"Linear Mixed Model framework, LME, including Weight","['immune system phenotype', 'hematopoietic system phenotype']"
MGI:6454973,1.0,Early adult,Cyb5b,"preweaning lethality, complete penetrance",0.0,Viability Outcome,IMPC_VIA_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:6120719,1.0,E12.5,Phgdh,edema,0.0,Edema,IMPC_GEM_076_001,KMPC,Supplied as data,['homeostasis/metabolism phenotype']
MGI:6120719,1.0,E9.5,Phgdh,abnormal embryo turning,0.0,Embryo turning,IMPC_GEL_011_001,KMPC,Supplied as data,['embryo phenotype']
MGI:6120760,,Late adult,Irx6,abnormal skin coloration,2.29045289529678e-07,Skin color - whole body,KMPCLA_CSD_056_001,KMPC,Fisher Exact Test framework,['integument phenotype']
MGI:6156345,1.0,E9.5,Romo1,abnormal embryo turning,0.0,Embryo turning,IMPC_GEL_011_001,KMPC,Supplied as data,['embryo phenotype']
MGI:6336136,1.0,E18.5,Stmn2,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6156345,1.0,Early adult,Romo1,"preweaning lethality, complete penetrance",0.0,Viability Outcome,IMPC_VIA_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:6306609,,Early adult,Spry4,abnormal digit morphology,1.0657216382211e-13,Digit integrity,IMPC_XRY_031_001,KMPC,Fisher Exact Test framework,['limbs/digits/tail phenotype']
MGI:6120719,1.0,E15.5,Phgdh,edema,0.0,Edema,IMPC_GEO_064_001,KMPC,Supplied as data,['homeostasis/metabolism phenotype']
MGI:6256796,2.58204458216602,Early adult,Tmem72,increased hematocrit,4.65908374763293e-08,Hematocrit,IMPC_HEM_004_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['hematopoietic system phenotype']
MGI:6160166,1.0,E18.5,E2f3,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6188494,3.60336570589084,Early adult,Pon3,increased circulating triglyceride level,2.19197967248777e-05,Triglycerides,IMPC_CBC_017_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:6336143,1.0,E18.5,Tmem17,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
NOT-RELEASED-a747ca7c9c,-1.71148893416222,Late adult,Ubxn4,decreased lean body mass,4.93489055951036e-08,Lean/Body weight,KMPCLA_DXA_008_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['growth/size/body region phenotype']
MGI:6156335,-3.86817950976877,Early adult,Myc,decreased bone mineral content,1.71783593275389e-06,Bone Mineral Content (excluding skull),IMPC_DXA_005_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['skeleton phenotype']
MGI:6120719,1.0,E9.5,Phgdh,abnormal visceral yolk sac morphology,0.0,Visceral yolk sac morphology,IMPC_GEL_018_001,KMPC,Supplied as data,['embryo phenotype']
MGI:6491207,1.0,Early adult,Slc25a18,absent seminal vesicle,0.0,Seminal vesicle,IMPC_PAT_027_002,KMPC,Supplied as data,"['reproductive system phenotype', 'endocrine/exocrine gland phenotype']"
MGI:6727864,3.55887448835772,Early adult,Dapk3,hyperactivity,6.57429928762148e-08,Whole arena average speed,IMPC_OFD_009_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:4840811,1.45268817113735,Late adult,Peli3,increased bone mineral content,2.20492591575192e-06,BMC/Body weight,KMPCLA_DXA_007_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['skeleton phenotype']
MGI:7425649,-1.98045395547815,Early adult,Ehf,decreased hematocrit,2.56036300688574e-09,Hematocrit,IMPC_HEM_004_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['hematopoietic system phenotype']
MGI:6336125,2.15135599436865,Late adult,Nrsn2,increased red blood cell distribution width,3.04254360834844e-06,Red blood cell distribution width,KMPCLA_HEM_027_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['hematopoietic system phenotype']
MGI:6162234,,Early adult,Edem3,abnormal coat/hair pigmentation,2.9046212290992e-12,Coat - color - head,IMPC_CSD_006_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6120726,-1.4979344154236,Early adult,Aqp9,decreased startle reflex,8.44248735137021e-05,Response amplitude - S,IMPC_ACS_006_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['behavior/neurological phenotype']
MGI:6156329,2.17732660898247,Late adult,Mir129-2,increased heart weight,2.27654757310155e-05,Heart weight,KMPCLA_HWT_008_001,KMPC,"Linear Mixed Model framework, LME, including Weight","['cardiovascular system phenotype', 'growth/size/body region phenotype']"
MGI:6336117,2.49116186599651,Early adult,Edem1,increased mean platelet volume,6.59803814641262e-05,Mean platelet volume,IMPC_HEM_019_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['hematopoietic system phenotype']
MGI:6336108,0.182531055900621,Late adult,Afg1l,corneal vascularization,8.89966784434071e-05,Corneal vascularization,KMPCLA_EYE_009_001,KMPC,Fisher Exact Test framework,"['vision/eye phenotype', 'cardiovascular system phenotype']"
MGI:6156328,,Early adult,Mir100,abnormal coat/hair pigmentation,6.03611992190151e-07,Coat - color - head,IMPC_CSD_006_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6156300,1.0,Late adult,Krt35,abnormal seminal vesicle morphology,0.0,Seminal vesicle,KMPCLA_PAT_027_002,KMPC,Supplied as data,"['reproductive system phenotype', 'endocrine/exocrine gland phenotype']"
MGI:6336117,2.95831172165745,Late adult,Edem1,increased mean platelet volume,6.08953788620404e-07,Mean platelet volume,KMPCLA_HEM_019_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['hematopoietic system phenotype']
MGI:6120711,1.0,E18.5,Npas3,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6306609,,Early adult,Spry4,brachydactyly,6.6140816311278e-08,Brachydactyly,IMPC_XRY_030_001,KMPC,Fisher Exact Test framework,['limbs/digits/tail phenotype']
MGI:6256796,,Late adult,Tmem72,abnormal coat/hair pigmentation,1.48783830055286e-07,Coat - color pattern - back,KMPCLA_CSD_008_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6156342,1.30651540985824,Late adult,Pald1,impaired glucose tolerance,3.71922680852954e-06,Area under glucose response curve,KMPCLA_IPG_012_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
